customer_id,first_name,last_name,gender,age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
823,Stesha,Morecombe,Female,27,91,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0
824,Fleurette,Whardley,Female,40,97,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0
825,Willis,Whyler,Male,42,17,Computer Systems Analyst IV,Missing,Affluent Customer,N,Yes,16.0
826,Marc,Waddilove,Male,19,92,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0
827,Phillis,Rudwell,Female,21,90,Missing,Health,Affluent Customer,N,No,5.0
828,Darda,Kernocke,Female,60,93,Missing,Health,Mass Customer,N,Yes,20.0
829,Byran,Goodfield,Male,16,84,Environmental Tech,Financial Services,High Net Worth,N,Yes,2.0
830,Jayson,Chilcott,Male,36,58,VP Quality Control,Manufacturing,Affluent Customer,N,No,6.0
831,Teddy,Keijser,Male,44,4,Paralegal,Financial Services,Affluent Customer,N,No,11.0
832,Shaun,Murphey,Male,40,30,Research Assistant IV,Retail,Mass Customer,N,No,14.0
833,Wadsworth,Hubane,Male,22,9,Safety Technician II,Missing,High Net Worth,N,Yes,4.0
834,Rudolf,Brandes,Male,44,37,Environmental Tech,Financial Services,Mass Customer,N,No,3.0
835,Zachary,Matyukon,Male,49,85,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
836,Clemence,Vautre,Female,27,33,Actuary,Financial Services,Mass Customer,N,Yes,9.0
837,Derick,Fasler,Male,61,4,Internal Auditor,Missing,Mass Customer,N,Yes,13.0
838,Hayden,Heersema,Male,46,27,Financial Advisor,Financial Services,High Net Worth,N,No,15.0
840,Chas,Carabet,Male,53,94,VP Sales,Financial Services,Affluent Customer,N,Yes,19.0
841,Hanan,McGreay,Male,51,93,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8.0
842,Mahmud,Dobbson,Male,18,59,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0
843,Salomone,Sleford,Male,28,80,Developer II,Manufacturing,Affluent Customer,N,Yes,9.0
844,Tome,Tyt,Male,39,13,Nurse Practicioner,Financial Services,High Net Worth,N,No,9.0
845,Koressa,Maris,Female,44,51,Associate Professor,Manufacturing,Mass Customer,N,No,3.0
846,Alvan,Rebichon,Male,63,60,Geologist I,Manufacturing,Affluent Customer,N,No,17.0
847,Kelci,Morrison,Female,26,66,Chief Design Engineer,Retail,High Net Worth,N,No,9.0
848,Lannie,Chat,Male,38,79,VP Product Management,Manufacturing,Mass Customer,N,No,13.0
849,Sylvan,Capper,Male,48,72,Librarian,Entertainment,Mass Customer,N,No,10.0
850,Nevin,Hanfrey,Male,17,79,Clinical Specialist,Health,Mass Customer,N,No,1.0
851,Cammi,Tesmond,Female,30,19,Project Manager,Missing,Affluent Customer,N,Yes,2.0
852,Andie,Bonney,Female,17,37,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2.0
853,Nolana,Rotter,Female,36,26,Media Manager I,Retail,Mass Customer,N,Yes,16.0
854,Charisse,Thoresby,Female,17,35,Marketing Manager,Missing,Affluent Customer,N,No,2.0
855,Bennie,Llywarch,Female,43,74,General Manager,Retail,High Net Worth,N,Yes,16.0
856,Peyton,Monkeman,Male,29,63,Quality Engineer,Financial Services,Mass Customer,N,Yes,9.0
857,Theo,None,Female,53,15,General Manager,Missing,High Net Worth,N,No,4.0
858,Barby,Charlwood,Female,37,79,Internal Auditor,Financial Services,High Net Worth,N,Yes,9.0
859,Devinne,Tommeo,Female,39,53,Geologist I,Financial Services,Affluent Customer,N,Yes,7.0
860,Ida,None,Female,37,80,Missing,Missing,High Net Worth,N,Yes,7.0
861,Rebekah,Dmych,Female,40,73,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17.0
862,Worden,Fossitt,Male,40,83,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16.0
863,Kessiah,Logg,Female,56,19,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5.0
864,Regen,Nares,Male,47,6,Missing,Retail,High Net Worth,N,Yes,4.0
865,Germain,De la Harpe,Female,52,73,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19.0
866,Stanislaus,Gottelier,Male,45,28,Associate Professor,Missing,Affluent Customer,N,Yes,14.0
867,Lura,MacKim,Female,44,12,VP Marketing,Missing,Mass Customer,N,No,17.0
868,Effie,Duddy,Female,38,84,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0
869,Addia,Abels,Female,33,7,Account Representative I,Financial Services,High Net Worth,N,Yes,10.0
870,Hugh,Wilce,Male,53,63,Pharmacist,Health,Mass Customer,N,No,6.0
871,Janka,Yesinin,Female,25,40,Missing,Missing,Mass Customer,N,Yes,5.0
872,Suki,Ivachyov,Female,46,47,Structural Engineer,IT,Mass Customer,N,No,13.0
873,Worthington,Penwarden,Male,58,37,Occupational Therapist,Health,Affluent Customer,N,Yes,20.0
874,Howard,Oseland,Male,16,78,Missing,Health,Mass Customer,N,Yes,1.0
875,Caryl,Linnett,Male,18,34,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0
876,Neil,Jencey,Male,49,44,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0
877,Didi,Milne,Female,29,92,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0
878,Clarence,Silby,Male,35,31,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9.0
879,Hestia,Smetoun,Female,39,58,Missing,Missing,Mass Customer,N,No,12.0
880,Neely,Lundon,Female,54,11,Internal Auditor,Missing,High Net Worth,N,Yes,10.0
881,Carmella,O' Lone,Female,37,82,Information Systems Manager,Missing,High Net Worth,N,No,15.0
882,Esmaria,Lythgoe,Female,52,59,Missing,Property,Mass Customer,N,Yes,11.0
884,Pepito,Lamming,Male,39,11,Web Designer IV,Property,Mass Customer,N,No,17.0
885,Yancey,Wivell,Male,51,20,Statistician IV,Financial Services,Mass Customer,N,No,18.0
886,Dawna,McCullen,Female,43,53,Accounting Assistant III,Health,Mass Customer,N,No,11.0
887,Patrizius,Hardinge,Male,20,55,Missing,Manufacturing,High Net Worth,N,No,1.0
888,Chickie,Gulleford,Female,54,62,Accountant IV,Manufacturing,Mass Customer,N,No,10.0
889,Ezequiel,Coggeshall,Male,50,46,Sales Representative,Retail,Affluent Customer,N,Yes,10.0
890,Tony,Cordsen,Female,43,55,Dental Hygienist,Health,Mass Customer,N,Yes,15.0
891,Talbot,Andrioni,Male,36,21,Occupational Therapist,Health,High Net Worth,N,Yes,9.0
893,Gibby,Fearnley,Male,34,97,Geologist I,IT,Mass Customer,N,No,16.0
894,Catie,Kibbey,Female,47,13,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9.0
895,Juli,Curness,Female,51,58,Missing,Missing,Mass Customer,N,Yes,12.0
896,Idell,Belderson,Female,39,25,VP Sales,Missing,Mass Customer,N,No,15.0
897,Pris,Fance,Female,49,25,Account Executive,Manufacturing,Mass Customer,N,No,11.0
898,Reyna,Braizier,Female,40,53,General Manager,Financial Services,Affluent Customer,N,No,16.0
899,Teodora,Lawling,Female,54,42,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0
900,Clevey,Ivamy,Male,27,48,Associate Professor,Manufacturing,Mass Customer,N,Yes,5.0
901,Letta,McCarter,Female,42,13,Missing,Retail,Mass Customer,N,Yes,16.0
902,Selene,Vasiltsov,Female,28,37,Staff Scientist,Retail,Mass Customer,N,No,18.0
903,Hewe,Lidgley,Male,56,46,Missing,Financial Services,Mass Customer,N,No,14.0
904,Kariotta,Ludman,Female,43,51,Database Administrator II,Missing,High Net Worth,N,Yes,11.0
905,Dorian,Drinkel,Female,39,41,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0
906,Cammy,Marcroft,Male,19,73,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0
907,Eamon,McWhin,Male,39,51,Sales Associate,Property,High Net Worth,N,Yes,17.0
908,Carry,Tomlett,Female,37,86,Missing,Financial Services,Affluent Customer,N,Yes,17.0
909,Suzette,Surgison,Female,58,77,Operator,Missing,High Net Worth,N,Yes,8.0
910,Lewes,Foulcher,Male,31,50,Biostatistician I,Financial Services,Mass Customer,N,No,14.0
911,Marcellus,Shawcroft,Male,43,62,Structural Analysis Engineer,Property,Affluent Customer,N,No,3.0
912,Vince,Dalmon,Male,49,37,Sales Representative,Retail,Mass Customer,N,Yes,19.0
913,Dayle,Spearman,Female,17,67,Missing,Financial Services,Mass Customer,N,No,1.0
914,Marc,Egleton,Male,18,73,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0
915,Austina,Orrice,Female,33,17,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7.0
916,Joycelin,None,Female,26,18,Recruiter,Missing,Affluent Customer,N,No,8.0
917,Odo,MacKaig,Male,53,63,VP Product Management,Financial Services,Mass Customer,N,No,19.0
918,Mahmud,Chiles,Male,42,73,Internal Auditor,Health,High Net Worth,N,No,13.0
919,Grove,Peltzer,Male,30,48,Registered Nurse,Health,Mass Customer,N,Yes,13.0
920,Stefano,Thornborrow,Male,41,89,Software Test Engineer IV,Health,Mass Customer,N,Yes,19.0
921,Gretchen,Seneschal,Female,38,77,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0
922,Bekki,Ralston,Female,45,52,Operator,Financial Services,Mass Customer,N,No,19.0
923,Garrek,Grimwade,Male,40,44,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0
924,Clementius,Hambric,Male,41,33,Computer Systems Analyst II,Missing,Affluent Customer,N,No,13.0
925,Nicko,Pembridge,Male,39,42,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0
926,Terrel,Matthisson,Male,52,18,Professor,Telecommunications,Affluent Customer,N,No,10.0
927,Jarret,None,Male,51,25,Cost Accountant,Financial Services,Mass Customer,N,Yes,18.0
928,Porty,Clemmitt,Male,44,61,Associate Professor,Missing,High Net Worth,N,Yes,18.0
929,Kippy,Conerding,Male,52,0,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0
930,Evelina,Dinan,Female,46,86,Executive Secretary,Retail,Mass Customer,N,Yes,8.0
931,Katrina,Sappson,Female,18,59,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0
932,Yoko,Dowrey,Female,28,30,Graphic Designer,Missing,Mass Customer,N,No,18.0
933,Melany,L'oiseau,Female,21,75,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0
934,Marcellus,Louisot,Male,21,76,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0
935,Aldin,Cracker,Male,23,76,Marketing Manager,Missing,Mass Customer,N,Yes,3.0
936,Raffaello,Godleman,Male,29,64,Speech Pathologist,Health,High Net Worth,N,No,3.0
937,Nikolos,McKyrrelly,Male,32,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0
938,Corabelle,None,Female,21,18,Technical Writer,Retail,Mass Customer,N,No,7.0
939,Cristian,Theodoris,Male,57,53,Product Engineer,Manufacturing,Mass Customer,N,No,6.0
940,Marnia,Claesens,Female,30,3,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0
941,Tye,Doohan,Male,22,13,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0
942,Shirley,Brook,Female,43,31,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0
943,Holly,Gamett,Male,38,94,Legal Assistant,Property,Affluent Customer,N,Yes,15.0
944,Anderea,Dallewater,Female,41,53,Missing,Manufacturing,Mass Customer,N,No,15.0
945,Hebert,Bernocchi,Male,19,59,Human Resources Manager,Missing,High Net Worth,N,Yes,1.0
946,Bettina,Farrer,Female,56,16,Research Associate,Manufacturing,High Net Worth,N,No,12.0
947,Hyacinth,Naldrett,Female,31,43,Pharmacist,Health,Mass Customer,N,No,10.0
948,Yardley,Argo,Male,48,19,Recruiting Manager,Missing,Affluent Customer,N,No,10.0
949,Jarid,Grebner,Male,42,18,Executive Secretary,Health,Mass Customer,N,Yes,3.0
951,Meryl,Dumbar,Male,18,44,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0
952,Marina,Andresen,Female,46,34,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0
953,Jasmin,Brodeur,Female,38,16,Missing,Missing,Mass Customer,N,No,7.0
954,Alain,Immins,Male,22,76,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0
955,Teresina,Gibbie,Female,28,78,Research Nurse,Health,Mass Customer,N,Yes,9.0
956,Ezechiel,Pettecrew,Male,57,19,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0
957,Jamima,Gannan,Female,23,80,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0
958,Kristofor,Saulter,Male,54,15,Biostatistician IV,Health,High Net Worth,N,No,18.0
959,Katharina,Jennins,Female,31,3,Staff Scientist,Missing,Affluent Customer,N,Yes,21.0
960,Lannie,Crumley,Male,49,1,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0
961,Rosamund,Shelton,Female,31,73,Assistant Manager,Financial Services,Mass Customer,N,No,6.0
962,Granger,Tuftin,Male,40,49,VP Product Management,Missing,High Net Worth,N,Yes,17.0
963,Valery,Haresign,Female,49,56,Budget/Accounting Analyst I,Missing,High Net Worth,N,Yes,16.0
964,Rhetta,Grellier,Female,23,35,Assistant Professor,Financial Services,High Net Worth,N,No,6.0
965,Meggie,Whitchurch,Female,20,86,Structural Engineer,Retail,High Net Worth,N,Yes,5.0
966,Krystyna,Linning,Female,39,70,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0
967,April,Causon,Female,18,44,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0
968,Wayne,Woodfin,Male,62,96,Accountant IV,IT,High Net Worth,N,Yes,16.0
969,Jo,Mallinar,Female,39,20,Health Coach IV,Health,High Net Worth,N,Yes,18.0
970,Kellyann,Hawton,Female,37,2,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0
971,Sarge,Lerohan,Male,29,11,Geologist I,Manufacturing,High Net Worth,N,No,22.0
972,Dena,Crewdson,Female,36,81,Project Manager,Retail,Mass Customer,N,Yes,10.0
973,Annabella,Hebron,Female,38,46,Data Coordiator,Health,High Net Worth,N,No,15.0
974,Mellicent,Dollin,Female,26,92,Administrative Assistant IV,Missing,Mass Customer,N,Yes,4.0
976,Andonis,Slimmon,Male,46,10,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0
977,Olga,Dyke,Female,58,65,Staff Accountant III,Missing,High Net Worth,N,Yes,13.0
978,Erena,Escalero,Female,35,40,Nurse Practicioner,Missing,High Net Worth,N,No,15.0
979,Kayla,Falkingham,Female,58,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0
980,Max,Gronaver,Female,39,19,Registered Nurse,Health,Mass Customer,N,No,8.0
981,Bud,Smittoune,Male,44,0,Missing,Retail,Mass Customer,N,No,11.0
982,Tibold,Bonwell,Male,57,14,Geologist III,Health,High Net Worth,N,Yes,6.0
984,Luciano,Weddup,Male,63,89,Programmer I,Manufacturing,Affluent Customer,N,No,16.0
985,Aryn,O'Halloran,Female,47,29,Help Desk Operator,Retail,High Net Worth,N,No,15.0
986,Barnard,Stranks,Male,23,3,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8.0
987,Lars,Keher,Male,43,89,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11.0
988,Andree,Simonato,Female,36,35,Director of Sales,Manufacturing,High Net Worth,N,No,7.0
989,Caralie,Morfett,Female,35,43,Project Manager,Financial Services,Mass Customer,N,No,17.0
990,Melissa,Purple,Female,41,56,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14.0
991,Lenna,Coales,Female,26,11,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0
992,Cordelia,Hawkeswood,Female,59,6,Missing,Property,Mass Customer,N,Yes,8.0
993,Reine,Semken,Female,40,71,Account Coordinator,Argiculture,High Net Worth,N,No,17.0
994,Rhetta,Kupker,Female,40,62,Librarian,Entertainment,Affluent Customer,N,Yes,5.0
995,Urbano,Mews,Male,52,16,Information Systems Manager,Health,Mass Customer,N,Yes,19.0
997,Ambros,Kernes,Male,36,30,Teacher,Telecommunications,Mass Customer,N,Yes,13.0
998,Petunia,Dufton,Female,52,66,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5.0
999,Dido,Leyburn,Female,29,12,Recruiting Manager,Missing,High Net Worth,N,No,4.0
1000,Paulie,Castelot,Female,39,44,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0
1001,Finley,Vost,Male,38,63,Recruiter,Retail,Mass Customer,N,No,14.0
1002,Pacorro,De Clairmont,Male,39,65,Business Systems Development Analyst,Missing,Mass Customer,N,Yes,18.0
1003,Mariann,O'Geaney,Female,49,35,Paralegal,Financial Services,High Net Worth,N,No,18.0
1004,Colas,Pumfrett,Male,42,35,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0
1005,Kalila,Birtwistle,Female,50,94,Design Engineer,IT,High Net Worth,N,Yes,8.0
1006,Norbert,Gotcher,Male,40,15,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19.0
1007,Cord,Warriner,Male,21,58,Missing,Retail,Mass Customer,N,No,5.0
1008,Lorry,Booley,Female,42,47,Teacher,Missing,Mass Customer,N,No,21.0
1009,Nolie,Orring,Female,60,16,Research Associate,Manufacturing,High Net Worth,N,Yes,13.0
1010,Leighton,Ebbles,Male,54,24,Nurse,Financial Services,Affluent Customer,N,No,17.0
1011,Cymbre,Janos,Female,32,42,Occupational Therapist,Health,High Net Worth,N,Yes,10.0
1012,Anna-diane,Preddle,Female,62,20,Software Test Engineer III,Missing,High Net Worth,N,Yes,11.0
1013,Corissa,Zienkiewicz,Female,41,53,Physical Therapy Assistant,Retail,High Net Worth,N,No,17.0
1014,Miller,Faloon,Male,57,60,Senior Developer,Property,Mass Customer,N,Yes,8.0
1015,Toiboid,Sorrel,Male,62,7,Web Developer I,Health,Mass Customer,N,No,17.0
1016,Adrian,Prettyjohns,Male,58,0,Legal Assistant,IT,Mass Customer,N,Yes,17.0
1017,Jacquenette,Pluthero,Female,39,88,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0
1018,Matthiew,Ferreras,Male,23,1,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7.0
1019,Ignazio,Milby,Male,44,42,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0
1020,Natala,Thorndale,Female,42,29,Missing,IT,Affluent Customer,N,No,13.0
1021,Elvis,Rixon,Male,40,16,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7.0
1022,Suzann,Wilks,Female,27,56,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14.0
1023,Iseabal,Fullbrook,Female,26,16,Missing,Financial Services,Affluent Customer,N,Yes,6.0
1024,Rhodia,D'Onise,Female,25,17,Social Worker,Health,High Net Worth,N,Yes,2.0
1025,Ario,Jeromson,Male,20,69,Quality Engineer,IT,Mass Customer,N,Yes,5.0
1026,Vernon,Hakking,Male,23,66,Missing,Financial Services,Affluent Customer,N,No,4.0
1027,Rolando,Sherewood,Male,51,33,Statistician I,Financial Services,Affluent Customer,N,No,18.0
1028,Thorn,Torfin,Male,18,10,Project Manager,Missing,High Net Worth,N,No,1.0
1029,Forbes,Londors,Male,20,71,VP Sales,Missing,Mass Customer,N,No,4.0
1030,Nariko,Dummigan,Female,55,9,Food Chemist,Health,Mass Customer,N,No,5.0
1031,Roi,Ogden,Male,34,75,Junior Executive,Manufacturing,Mass Customer,N,No,6.0
1032,Maribelle,Werndly,Female,39,36,Executive Secretary,Missing,Mass Customer,N,Yes,18.0
1033,Jacob,Claringbold,Male,23,70,Missing,Missing,Affluent Customer,N,Yes,3.0
1034,Denney,Cretney,Male,41,16,Missing,Missing,High Net Worth,N,Yes,3.0
1035,Kara-lynn,Doddridge,Female,41,77,Operator,Retail,Affluent Customer,N,Yes,5.0
1036,Randene,Ingle,Female,48,6,Paralegal,Financial Services,Mass Customer,N,Yes,12.0
1037,Sissie,Rielly,Female,61,95,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10.0
1039,Nona,Diamant,Female,42,24,Missing,Missing,High Net Worth,N,Yes,15.0
1040,Jacenta,Wedlock,Female,42,78,Food Chemist,Health,High Net Worth,N,No,9.0
1041,Free,Bonniface,Male,58,95,Missing,Property,Affluent Customer,N,No,15.0
1042,Isacco,Woodwind,Male,41,0,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11.0
1043,Giorgi,Hurford,Male,31,34,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0
1045,Aeriel,Everest,Female,31,88,Missing,Financial Services,Mass Customer,N,Yes,19.0
1046,Shir,Clevely,Female,62,0,Budget/Accounting Analyst II,Missing,Affluent Customer,N,No,11.0
1047,Standford,Tanswill,Male,39,39,VP Accounting,Financial Services,Affluent Customer,N,No,11.0
1048,Braden,Lamming,Male,41,99,Internal Auditor,Missing,Affluent Customer,N,No,15.0
1049,Fraser,Gaenor,Male,21,35,Software Consultant,Property,Mass Customer,N,No,2.0
1050,Marjie,Ghion,Female,44,7,Software Consultant,Telecommunications,Mass Customer,N,Yes,15.0
1051,Xylia,Lange,Female,40,34,Help Desk Technician,Property,High Net Worth,N,Yes,14.0
1052,Dela,Flannigan,Female,31,31,Junior Executive,Financial Services,High Net Worth,N,No,3.0
1053,Davon,Stanyland,Male,55,98,Missing,Manufacturing,Mass Customer,N,Yes,8.0
1054,Natal,Matiewe,Male,34,27,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13.0
1055,Danell,Rose,Female,29,30,Data Coordiator,Manufacturing,Mass Customer,N,No,12.0
1056,Kendricks,Markel,Male,51,96,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6.0
1057,Laryssa,Durdle,Female,48,73,Registered Nurse,Health,Mass Customer,N,No,5.0
1058,Gretel,Gionettitti,Female,30,37,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0
1059,Chantal,Plante,Female,49,68,Account Representative III,Entertainment,High Net Worth,N,Yes,6.0
1060,Vanda,Boadby,Female,56,88,Associate Professor,Argiculture,Affluent Customer,N,Yes,13.0
1061,Anderson,None,Male,29,34,Speech Pathologist,Financial Services,Mass Customer,N,No,19.0
1062,Tish,Mowett,Female,42,32,Junior Executive,Missing,Mass Customer,N,No,14.0
1063,Terrence,Geck,Male,30,22,Actuary,Financial Services,Affluent Customer,N,Yes,13.0
1064,Thornie,Andrusov,Male,40,3,Librarian,Entertainment,Affluent Customer,N,Yes,8.0
1065,Chilton,Ghirigori,Male,55,8,Quality Engineer,Financial Services,Mass Customer,N,Yes,8.0
1066,Hailey,Ricciardi,Male,22,45,Recruiter,Telecommunications,High Net Worth,N,No,12.0
1067,Berri,Cotillard,Female,52,13,Engineer IV,Financial Services,Mass Customer,N,Yes,13.0
1068,Frazer,Searston,Male,22,5,Missing,Health,Mass Customer,N,Yes,3.0
1069,Reese,Titterington,Male,41,85,Web Designer I,Telecommunications,Mass Customer,N,No,15.0
1070,Albert,Gomery,Male,22,5,Account Representative IV,Missing,Mass Customer,N,No,1.0
1071,Chrisy,Miranda,Male,31,68,Missing,Retail,High Net Worth,N,No,1.0
1072,Curt,Petrello,Male,60,60,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0
1073,Elbertina,Donne,Female,37,77,Associate Professor,Missing,Affluent Customer,N,Yes,7.0
1074,Griswold,Juett,Male,43,43,Accounting Assistant IV,Missing,High Net Worth,N,Yes,18.0
1075,Cullin,Elcoate,Male,50,26,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0
1076,Siegfried,Trattles,Male,17,33,Pharmacist,Health,Affluent Customer,N,No,2.0
1077,Sheba,Este,Female,62,8,Missing,Telecommunications,Mass Customer,N,Yes,18.0
1078,Abe,Pilley,Male,41,69,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0
1079,Dennie,L' Anglois,Male,40,70,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0
1080,Monah,Talbot,Female,18,70,Speech Pathologist,Property,Mass Customer,N,Yes,2.0
1081,Marga,Cradduck,Female,32,25,Social Worker,Health,Mass Customer,N,No,16.0
1083,Chadd,Fowlds,Male,21,46,VP Product Management,Missing,Affluent Customer,N,No,1.0
1084,Serena,Jagson,Female,23,54,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0
1085,Lucho,Strafen,Male,42,4,Internal Auditor,Health,Mass Customer,N,No,8.0
1086,Ezechiel,Parnall,Male,28,84,Statistician IV,Property,Mass Customer,N,Yes,4.0
1087,Lian,Madrell,Female,38,39,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0
1088,Andy,Polgreen,Female,28,19,Design Engineer,Missing,High Net Worth,N,Yes,3.0
1089,Korney,Hess,Female,29,90,Product Engineer,Property,Affluent Customer,N,No,12.0
1090,Lorettalorna,None,Female,42,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17.0
1091,Keith,Housden,Male,37,19,Missing,Health,Mass Customer,N,No,15.0
1092,Katlin,Creddon,Female,82,56,VP Quality Control,Retail,Mass Customer,N,No,5.0
1093,Clarita,Penright,Female,21,63,Business Systems Development Analyst,Missing,Affluent Customer,N,No,5.0
1094,Shaughn,Salters,Male,42,48,Dental Hygienist,Health,High Net Worth,N,No,19.0
1095,Emelda,Gerler,Female,59,2,Project Manager,Health,Mass Customer,N,No,6.0
1096,Jakie,Mungham,Male,48,33,Software Test Engineer I,Health,High Net Worth,N,No,14.0
1097,Gwenora,Grabbam,Female,49,71,Engineer II,Financial Services,Mass Customer,N,Yes,18.0
1098,Maure,Crow,Female,28,99,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0
1099,Jarrett,Maffia,Male,42,12,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0
1100,Cord,Braundt,Male,35,59,Engineer I,Manufacturing,Mass Customer,N,No,15.0
1101,Haily,McWilliams,Female,49,76,Senior Editor,Missing,Mass Customer,N,No,15.0
1102,Stephana,Puzey,Female,41,16,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15.0
1103,Glynnis,Sailor,Female,39,76,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0
1104,Jewelle,Pincott,Female,58,82,Programmer III,Retail,Mass Customer,N,No,8.0
1105,Sherman,McCusker,Male,27,39,General Manager,Missing,Mass Customer,N,No,18.0
1106,Sibyl,Bigmore,Female,55,2,Software Consultant,Retail,Mass Customer,N,No,15.0
1107,Maridel,Whitby,Female,43,70,Social Worker,Health,High Net Worth,N,No,18.0
1108,Ginnie,Farriar,Female,55,86,Dental Hygienist,Health,Mass Customer,N,No,17.0
1109,Nestor,Billingsley,Male,28,21,Web Developer II,Entertainment,High Net Worth,N,No,6.0
1110,Lazar,Cherryman,Male,26,73,Information Systems Manager,Retail,High Net Worth,N,No,12.0
1111,Zach,Maynard,Male,57,96,Director of Sales,Missing,High Net Worth,N,Yes,18.0
1112,Jarrett,Chiplin,Male,36,25,Missing,Missing,Mass Customer,N,Yes,13.0
1113,Dorie,Willock,Male,25,45,Recruiter,Property,Mass Customer,N,No,6.0
1114,Evonne,Southan,Female,41,96,Structural Engineer,Retail,Mass Customer,N,No,14.0
1115,Merola,Stutard,Female,47,33,Account Coordinator,Missing,High Net Worth,N,Yes,17.0
1116,Tori,Coche,Female,43,59,Assistant Manager,Health,Mass Customer,N,Yes,16.0
1117,Georgena,Guilaem,Female,42,83,Quality Engineer,Missing,Affluent Customer,N,No,14.0
1118,Colline,Coulman,Female,42,95,Sales Representative,Retail,Mass Customer,N,Yes,9.0
1119,Lemmy,Bennit,Male,41,43,Missing,Entertainment,Mass Customer,N,Yes,19.0
